Entidad,Year,Month,Gas87,Gas91,Diesel,Longitud,Latitud
Sinaloa,2017,8,15.84,17.54,16.66,-108.98044,26.37773
Sinaloa,2017,9,16.07,17.8,16.91,-108.98044,26.37773
Sinaloa,2017,10,16.2,17.89,17.1,-108.98044,26.37773
Sinaloa,2017,11,16.34,18.04,17.26,-108.98044,26.37773
Sinaloa,2017,12,16.53,18.22,17.45,-108.98044,26.37773
Sinaloa,2018,1,17.08,18.72,18.02,-108.98044,26.37773
Sinaloa,2018,2,17.64,19.26,18.63,-108.98044,26.37773
Sinaloa,2018,3,17.89,19.47,18.9,-108.98044,26.37773
Sinaloa,2018,4,18.06,19.61,19.05,-108.98044,26.37773
Sinaloa,2018,5,18.26,19.79,19.23,-108.98044,26.37773
Sinaloa,2018,6,18.51,20.02,19.48,-108.98044,26.37773
Sinaloa,2018,7,18.91,20.37,19.82,-108.98044,26.37773
Sinaloa,2018,8,19.47,20.88,20.33,-108.98044,26.37773
Sinaloa,2018,9,19.72,21.1,20.6,-108.98044,26.37773
Sinaloa,2018,10,19.91,21.33,20.89,-108.98044,26.37773
Sinaloa,2018,11,19.93,21.35,21.06,-108.98044,26.37773
Sinaloa,2018,12,19.81,21.19,21.01,-108.98044,26.37773
Sinaloa,2019,1,19.55,20.74,20.95,-108.98044,26.37773
Sinaloa,2019,2,19.83,20.51,21.58,-108.98044,26.37773
Sinaloa,2019,3,20.2,21.69,21.85,-108.98044,26.37773
Sinaloa,2019,4,20.03,22.23,21.9,-108.98044,26.37773
Sinaloa,2019,5,20,22.35,21.84,-108.98044,26.37773
Sinaloa,2019,6,19.84,22.33,21.62,-108.98044,26.37773
Sinaloa,2019,7,19.95,22.3,21.76,-108.98044,26.37773
Sinaloa,2019,8,19.86,22.29,21.72,-108.98044,26.37773
Sinaloa,2019,9,19.87,22.24,21.76,-108.98044,26.37773
Sinaloa,2019,10,19.8,21.85,21.72,-108.98044,26.37773
Sinaloa,2019,11,19.79,21.67,21.73,-108.98044,26.37773
Sinaloa,2019,12,19.88,21.66,21.85,-108.98044,26.37773
Sinaloa,2020,1,19.97,21.71,21.87,-108.98044,26.37773
Sinaloa,2020,2,19.84,21.39,21.55,-108.98044,26.37773
Sinaloa,2020,3,17.97,20.12,20.84,-108.98044,26.37773
Sonora,2017,1,16.12,17.92,17.26,-110.66667,29.33333
Sonora,2017,2,16.15,17.97,17.3,-110.66667,29.33333
Sonora,2017,3,15.77,17.62,17.16,-110.66667,29.33333
Sonora,2017,4,15.67,17.5,17.1,-110.66667,29.33333
Sonora,2017,5,15.57,17.41,16.98,-110.66667,29.33333
Sonora,2017,6,15.45,17.28,16.83,-110.66667,29.33333
Sonora,2017,7,15.33,17.17,16.71,-110.66667,29.33333
Sonora,2017,8,15.4,17.25,16.76,-110.66667,29.33333
Sonora,2017,9,15.63,17.48,16.99,-110.66667,29.33333
Sonora,2017,10,15.79,17.59,17.19,-110.66667,29.33333
Sonora,2017,11,15.92,17.71,17.34,-110.66667,29.33333
Sonora,2017,12,16.05,17.84,17.51,-110.66667,29.33333
Sonora,2018,1,16.43,18.19,17.99,-110.66667,29.33333
Sonora,2018,2,16.98,18.7,18.51,-110.66667,29.33333
Sonora,2018,3,17.22,18.87,18.71,-110.66667,29.33333
Sonora,2018,4,17.37,18.97,18.83,-110.66667,29.33333
Sonora,2018,5,17.64,19.17,18.97,-110.66667,29.33333
Sonora,2018,6,17.8,19.35,19.21,-110.66667,29.33333
Sonora,2018,7,18.19,19.73,19.61,-110.66667,29.33333
Sonora,2018,8,18.71,20.23,20.14,-110.66667,29.33333
Sonora,2018,9,18.95,20.45,20.42,-110.66667,29.33333
Sonora,2018,10,19.13,20.66,20.73,-110.66667,29.33333
Sonora,2018,11,19.13,20.69,20.91,-110.66667,29.33333
Sonora,2018,12,18.93,20.5,20.86,-110.66667,29.33333
Sonora,2019,1,18.28,19.69,20.62,-110.66667,29.33333
Sonora,2019,2,18.78,19.94,21.44,-110.66667,29.33333
Sonora,2019,3,19.34,20.63,21.7,-110.66667,29.33333
Sonora,2019,4,19.08,20.89,21.42,-110.66667,29.33333
Sonora,2019,5,19.1,20.94,21.34,-110.66667,29.33333
Sonora,2019,6,18.98,20.92,21.24,-110.66667,29.33333
Sonora,2019,7,18.96,20.74,21.36,-110.66667,29.33333
Sonora,2019,8,18.62,20.82,21.28,-110.66667,29.33333
Sonora,2019,9,18.87,21,21.32,-110.66667,29.33333
Sonora,2019,10,19.15,21.04,21.37,-110.66667,29.33333
Sonora,2019,11,18.79,20.56,21.12,-110.66667,29.33333
Sonora,2019,12,19,20.53,21.33,-110.66667,29.33333
Sonora,2020,1,18.8,20.33,21.36,-110.66667,29.33333
Sonora,2020,2,18.91,20.38,21.22,-110.66667,29.33333
Sonora,2020,3,17.95,19.79,20.7,-110.66667,29.33333
Tabasco,2017,1,15.57,17.36,16.66,-92.93028,17.98689
Tabasco,2017,2,15.57,17.35,16.65,-92.93028,17.98689
Tabasco,2017,3,15.49,17.26,16.53,-92.93028,17.98689
Tabasco,2017,4,15.52,17.25,16.46,-92.93028,17.98689
Tabasco,2017,5,15.42,17.18,16.35,-92.93028,17.98689
Tabasco,2017,6,15.33,17.05,16.17,-92.93028,17.98689
Tabasco,2017,7,15.25,16.94,16.05,-92.93028,17.98689
Tabasco,2017,8,15.32,17.02,16.1,-92.93028,17.98689
Tabasco,2017,9,15.55,17.27,16.36,-92.93028,17.98689
Tabasco,2017,10,15.67,17.36,16.54,-92.93028,17.98689
Tabasco,2017,11,15.75,17.46,16.65,-92.93028,17.98689
Tabasco,2017,12,15.86,17.57,16.78,-92.93028,17.98689
Tabasco,2018,1,16.42,18.05,17.34,-92.93028,17.98689
Tabasco,2018,2,17.03,18.58,18,-92.93028,17.98689
Tabasco,2018,3,17.29,18.78,18.27,-92.93028,17.98689
Tabasco,2018,4,17.42,18.88,18.4,-92.93028,17.98689
Tabasco,2018,5,17.53,18.96,18.51,-92.93028,17.98689
Tabasco,2018,6,17.8,19.2,18.76,-92.93028,17.98689
Tabasco,2018,7,18.15,19.56,19.09,-92.93028,17.98689
Tabasco,2018,8,18.62,20.03,19.56,-92.93028,17.98689
Tabasco,2018,9,18.81,20.23,19.81,-92.93028,17.98689
Tabasco,2018,10,18.97,20.43,20.06,-92.93028,17.98689
Tabasco,2018,11,18.91,20.39,20.2,-92.93028,17.98689
Tabasco,2018,12,18.64,20.13,20.1,-92.93028,17.98689
Tabasco,2019,1,18.16,19.36,19.96,-92.93028,17.98689
Tabasco,2019,2,18.2,18.84,20.57,-92.93028,17.98689
Tabasco,2019,3,18.88,19.71,20.74,-92.93028,17.98689
Tabasco,2019,4,18.73,19.96,20.48,-92.93028,17.98689
Tabasco,2019,5,18.56,19.92,20.35,-92.93028,17.98689
Tabasco,2019,6,18.39,19.89,20.17,-92.93028,17.98689
Tabasco,2019,7,18.45,19.93,20.2,-92.93028,17.98689
Tabasco,2019,8,18.35,19.93,20.11,-92.93028,17.98689
Tabasco,2019,9,18.46,19.97,20.22,-92.93028,17.98689
Tabasco,2019,10,18.39,19.91,20.11,-92.93028,17.98689
Tabasco,2019,11,18.34,19.75,20.08,-92.93028,17.98689
Tabasco,2019,12,18.5,19.75,20.18,-92.93028,17.98689
Tabasco,2020,1,18.62,19.69,20.3,-92.93028,17.98689
Tabasco,2020,2,18.55,19.51,20.16,-92.93028,17.98689
Tabasco,2020,3,17.82,18.83,19.78,-92.93028,17.98689
Tamaulipas,2017,1,15.16,17.06,16.87,-98.5064,23.69646
Tamaulipas,2017,2,15.22,17.1,16.94,-98.5064,23.69646
Tamaulipas,2017,3,14.15,16.46,16.79,-98.5064,23.69646
Tamaulipas,2017,4,13.87,16.16,16.72,-98.5064,23.69646
Tamaulipas,2017,5,13.72,16.06,16.59,-98.5064,23.69646
Tamaulipas,2017,6,13.52,15.84,16.43,-98.5064,23.69646
Tamaulipas,2017,7,13.34,15.67,16.29,-98.5064,23.69646
Tamaulipas,2017,8,13.37,15.74,16.31,-98.5064,23.69646
Tamaulipas,2017,9,13.56,15.97,16.54,-98.5064,23.69646
Tamaulipas,2017,10,13.68,16.06,16.74,-98.5064,23.69646
Tamaulipas,2017,11,13.76,16.16,16.87,-98.5064,23.69646
Tamaulipas,2017,12,13.9,16.25,17.05,-98.5064,23.69646
Tamaulipas,2018,1,14.4,16.68,17.56,-98.5064,23.69646
Tamaulipas,2018,2,15.08,17.21,18.2,-98.5064,23.69646
Tamaulipas,2018,3,15.27,17.32,18.44,-98.5064,23.69646
Tamaulipas,2018,4,15.41,17.43,18.52,-98.5064,23.69646
Tamaulipas,2018,5,15.74,17.72,18.66,-98.5064,23.69646
Tamaulipas,2018,6,15.76,17.82,18.9,-98.5064,23.69646
Tamaulipas,2018,7,16.04,18.11,19.31,-98.5064,23.69646
Tamaulipas,2018,8,16.56,18.68,19.82,-98.5064,23.69646
Tamaulipas,2018,9,16.89,18.93,20.14,-98.5064,23.69646
Tamaulipas,2018,10,17.07,19.16,20.43,-98.5064,23.69646
Tamaulipas,2018,11,16.92,19.05,20.59,-98.5064,23.69646
Tamaulipas,2018,12,16.48,18.72,20.47,-98.5064,23.69646
Tamaulipas,2019,1,15.96,17.93,20.18,-98.5064,23.69646
Tamaulipas,2019,2,16.57,17.86,21.09,-98.5064,23.69646
Tamaulipas,2019,3,17.02,18.53,21.15,-98.5064,23.69646
Tamaulipas,2019,4,16.62,18.5,20.7,-98.5064,23.69646
Tamaulipas,2019,5,16.27,18.3,20.61,-98.5064,23.69646
Tamaulipas,2019,6,16.16,18.21,20.45,-98.5064,23.69646
Tamaulipas,2019,7,16.27,18.26,20.5,-98.5064,23.69646
Tamaulipas,2019,8,15.91,18.04,20.45,-98.5064,23.69646
Tamaulipas,2019,9,16.27,18.2,20.5,-98.5064,23.69646
Tamaulipas,2019,10,16.39,18.14,20.32,-98.5064,23.69646
Tamaulipas,2019,11,16.33,17.93,20.3,-98.5064,23.69646
Tamaulipas,2019,12,16.52,18.19,20.63,-98.5064,23.69646
Tamaulipas,2020,1,16.7,18.36,20.65,-98.5064,23.69646
Tamaulipas,2020,2,16.57,18.06,20.48,-98.5064,23.69646
Tamaulipas,2020,3,15.29,16.88,19.85,-98.5064,23.69646
Tlaxcala,2017,1,15.79,17.56,16.86,-98.19982,19.31905
Tlaxcala,2017,2,15.84,17.6,16.9,-98.19982,19.31905
Tlaxcala,2017,3,15.7,17.46,16.74,-98.19982,19.31905
Tlaxcala,2017,4,15.72,17.45,16.67,-98.19982,19.31905
Tlaxcala,2017,5,15.62,17.37,16.55,-98.19982,19.31905
Tlaxcala,2017,6,15.52,17.24,16.37,-98.19982,19.31905
Tlaxcala,2017,7,15.45,17.14,16.25,-98.19982,19.31905
Tlaxcala,2017,8,15.52,17.21,16.3,-98.19982,19.31905
Tlaxcala,2017,9,15.74,17.46,16.55,-98.19982,19.31905
Tlaxcala,2017,10,15.87,17.55,16.74,-98.19982,19.31905
Tlaxcala,2017,11,15.95,17.65,16.86,-98.19982,19.31905
Tlaxcala,2017,12,16.03,17.72,16.96,-98.19982,19.31905
Tlaxcala,2018,1,16.59,18.22,17.5,-98.19982,19.31905
Tlaxcala,2018,2,17.29,18.78,18.23,-98.19982,19.31905
Tlaxcala,2018,3,17.51,18.89,18.48,-98.19982,19.31905
Tlaxcala,2018,4,17.59,18.94,18.57,-98.19982,19.31905
Tlaxcala,2018,5,17.74,19.06,18.69,-98.19982,19.31905
Tlaxcala,2018,6,17.97,19.28,18.91,-98.19982,19.31905
Tlaxcala,2018,7,18.38,19.72,19.3,-98.19982,19.31905
Tlaxcala,2018,8,18.93,20.31,19.82,-98.19982,19.31905
Tlaxcala,2018,9,19.13,20.51,20.07,-98.19982,19.31905
Tlaxcala,2018,10,19.32,20.72,20.38,-98.19982,19.31905
Tlaxcala,2018,11,19.31,20.71,20.58,-98.19982,19.31905
Tlaxcala,2018,12,18.92,20.28,20.41,-98.19982,19.31905
Tlaxcala,2019,1,18.55,19.58,20.39,-98.19982,19.31905
Tlaxcala,2019,2,19,19.42,21.37,-98.19982,19.31905
Tlaxcala,2019,3,19.61,20.4,21.36,-98.19982,19.31905
Tlaxcala,2019,4,19.39,20.6,21.09,-98.19982,19.31905
Tlaxcala,2019,5,19.34,20.61,20.99,-98.19982,19.31905
Tlaxcala,2019,6,19.11,20.57,20.78,-98.19982,19.31905
Tlaxcala,2019,7,19.26,20.59,20.86,-98.19982,19.31905
Tlaxcala,2019,8,19.23,20.65,20.87,-98.19982,19.31905
Tlaxcala,2019,9,19.33,20.64,20.91,-98.19982,19.31905
Tlaxcala,2019,10,19.32,20.61,20.88,-98.19982,19.31905
Tlaxcala,2019,11,19.33,20.37,20.86,-98.19982,19.31905
Tlaxcala,2019,12,19.4,20.33,20.98,-98.19982,19.31905
Tlaxcala,2020,1,19.47,20.27,21.06,-98.19982,19.31905
Tlaxcala,2020,2,19.32,19.85,20.61,-98.19982,19.31905
Tlaxcala,2020,3,17.63,18.35,19.55,-98.19982,19.31905
Veracruz,2017,1,15.52,17.29,16.61,-96.1428986,19.1809502
Veracruz,2017,2,15.55,17.31,16.65,-96.1428986,19.1809502
Veracruz,2017,3,15.44,17.2,16.5,-96.1428986,19.1809502
Veracruz,2017,4,15.47,17.19,16.43,-96.1428986,19.1809502
Veracruz,2017,5,15.38,17.12,16.31,-96.1428986,19.1809502
Veracruz,2017,6,15.28,16.98,16.13,-96.1428986,19.1809502
Veracruz,2017,7,15.19,16.88,16,-96.1428986,19.1809502
Veracruz,2017,8,15.26,16.96,16.06,-96.1428986,19.1809502
Veracruz,2017,9,15.49,17.21,16.31,-96.1428986,19.1809502
Veracruz,2017,10,15.61,17.3,16.5,-96.1428986,19.1809502
Veracruz,2017,11,15.69,17.41,16.62,-96.1428986,19.1809502
Veracruz,2017,12,15.82,17.52,16.76,-96.1428986,19.1809502
Veracruz,2018,1,16.35,18,17.29,-96.1428986,19.1809502
Veracruz,2018,2,16.97,18.5,17.96,-96.1428986,19.1809502
Veracruz,2018,3,17.2,18.65,18.21,-96.1428986,19.1809502
Veracruz,2018,4,17.31,18.73,18.31,-96.1428986,19.1809502
Veracruz,2018,5,17.47,18.87,18.46,-96.1428986,19.1809502
Veracruz,2018,6,17.68,19.08,18.67,-96.1428986,19.1809502
Veracruz,2018,7,18.02,19.42,19,-96.1428986,19.1809502
Veracruz,2018,8,18.55,19.96,19.52,-96.1428986,19.1809502
Veracruz,2018,9,18.79,20.19,19.79,-96.1428986,19.1809502
Veracruz,2018,10,18.98,20.4,20.07,-96.1428986,19.1809502
Veracruz,2018,11,18.94,20.38,20.24,-96.1428986,19.1809502
Veracruz,2018,12,18.64,20.08,20.1,-96.1428986,19.1809502
Veracruz,2019,1,18.31,19.57,20.03,-96.1428986,19.1809502
Veracruz,2019,2,18.65,19.36,20.82,-96.1428986,19.1809502
Veracruz,2019,3,19.17,20,21.04,-96.1428986,19.1809502
Veracruz,2019,4,19.02,20.12,20.84,-96.1428986,19.1809502
Veracruz,2019,5,18.92,20.1,20.76,-96.1428986,19.1809502
Veracruz,2019,6,18.81,20.09,20.58,-96.1428986,19.1809502
Veracruz,2019,7,18.88,20.16,20.63,-96.1428986,19.1809502
Veracruz,2019,8,18.84,20.18,20.59,-96.1428986,19.1809502
Veracruz,2019,9,18.91,20.18,20.62,-96.1428986,19.1809502
Veracruz,2019,10,18.9,20.18,20.6,-96.1428986,19.1809502
Veracruz,2019,11,18.87,20.07,20.55,-96.1428986,19.1809502
Veracruz,2019,12,19,20.1,20.67,-96.1428986,19.1809502
Veracruz,2020,1,19.1,20.12,20.8,-96.1428986,19.1809502
Veracruz,2020,2,19,19.81,20.59,-96.1428986,19.1809502
Veracruz,2020,3,17.51,18.32,19.67,-96.1428986,19.1809502
Yucatan,2017,1,15.44,17.21,16.52,-89.05037,19.69302
Yucatan,2017,2,15.42,17.18,16.49,-89.05037,19.69302
Yucatan,2017,3,15.34,17.1,16.38,-89.05037,19.69302
Yucatan,2017,4,15.36,17.09,16.32,-89.05037,19.69302
Yucatan,2017,5,15.26,17.03,16.2,-89.05037,19.69302
Yucatan,2017,6,15.17,16.9,16.02,-89.05037,19.69302
Yucatan,2017,7,15.09,16.8,15.9,-89.05037,19.69302
Yucatan,2017,8,15.16,16.87,15.95,-89.05037,19.69302
Yucatan,2017,9,15.38,17.12,16.19,-89.05037,19.69302
Yucatan,2017,10,15.5,17.21,16.38,-89.05037,19.69302
Yucatan,2017,11,15.59,17.3,16.5,-89.05037,19.69302
Yucatan,2017,12,15.73,17.43,16.64,-89.05037,19.69302
Yucatan,2018,1,16.33,17.94,17.22,-89.05037,19.69302
Yucatan,2018,2,16.88,18.45,17.88,-89.05037,19.69302
Yucatan,2018,3,17.14,18.66,18.18,-89.05037,19.69302
Yucatan,2018,4,17.25,18.76,18.28,-89.05037,19.69302
Yucatan,2018,5,17.39,18.89,18.41,-89.05037,19.69302
Yucatan,2018,6,17.63,19.12,18.65,-89.05037,19.69302
Yucatan,2018,7,18.08,19.55,19.09,-89.05037,19.69302
Yucatan,2018,8,18.78,20.24,19.74,-89.05037,19.69302
Yucatan,2018,9,19.05,20.5,20.02,-89.05037,19.69302
Yucatan,2018,10,19.2,20.64,20.22,-89.05037,19.69302
Yucatan,2018,11,19.21,20.66,20.36,-89.05037,19.69302
Yucatan,2018,12,18.82,20.29,20.25,-89.05037,19.69302
Yucatan,2019,1,18.52,19.69,20.2,-89.05037,19.69302
Yucatan,2019,2,19.32,19.88,21.38,-89.05037,19.69302
Yucatan,2019,3,19.93,21.01,21.38,-89.05037,19.69302
Yucatan,2019,4,19.29,20.6,20.96,-89.05037,19.69302
Yucatan,2019,5,19.16,20.58,20.84,-89.05037,19.69302
Yucatan,2019,6,19.06,20.65,20.6,-89.05037,19.69302
Yucatan,2019,7,19.34,20.71,20.88,-89.05037,19.69302
Yucatan,2019,8,19.3,20.79,20.93,-89.05037,19.69302
Yucatan,2019,9,19.46,20.83,21.07,-89.05037,19.69302
Yucatan,2019,10,19.29,20.82,20.92,-89.05037,19.69302
Yucatan,2019,11,19.32,20.29,20.97,-89.05037,19.69302
Yucatan,2019,12,19.45,20.32,21.14,-89.05037,19.69302
Yucatan,2020,1,19.63,20.42,21.35,-89.05037,19.69302
Yucatan,2020,2,19.46,19.84,20.97,-89.05037,19.69302
Yucatan,2020,3,18.05,18.49,20.08,-89.05037,19.69302
Zacatecas,2017,1,16.19,17.96,17.26,-91.23464,17.93039
Zacatecas,2017,2,16.26,18.04,17.31,-91.23464,17.93039
Zacatecas,2017,3,16.12,17.89,17.15,-91.23464,17.93039
Zacatecas,2017,4,16.14,17.88,17.09,-91.23464,17.93039
Zacatecas,2017,5,16.05,17.81,16.97,-91.23464,17.93039
Zacatecas,2017,6,15.96,17.68,16.8,-91.23464,17.93039
Zacatecas,2017,7,15.87,17.58,16.67,-91.23464,17.93039
Zacatecas,2017,8,15.94,17.66,16.72,-91.23464,17.93039
Zacatecas,2017,9,16.16,17.91,16.97,-91.23464,17.93039
Zacatecas,2017,10,16.29,18,17.17,-91.23464,17.93039
Zacatecas,2017,11,16.37,18.1,17.28,-91.23464,17.93039
Zacatecas,2017,12,16.57,18.26,17.5,-91.23464,17.93039
Zacatecas,2018,1,17.28,18.9,18.19,-91.23464,17.93039
Zacatecas,2018,2,18.11,19.58,19.05,-91.23464,17.93039
Zacatecas,2018,3,18.36,19.75,19.32,-91.23464,17.93039
Zacatecas,2018,4,18.47,19.82,19.41,-91.23464,17.93039
Zacatecas,2018,5,18.59,19.93,19.53,-91.23464,17.93039
Zacatecas,2018,6,18.79,20.09,19.73,-91.23464,17.93039
Zacatecas,2018,7,19.16,20.46,20.1,-91.23464,17.93039
Zacatecas,2018,8,19.69,21,20.62,-91.23464,17.93039
Zacatecas,2018,9,19.94,21.27,20.91,-91.23464,17.93039
Zacatecas,2018,10,20.12,21.48,21.18,-91.23464,17.93039
Zacatecas,2018,11,20.09,21.47,21.33,-91.23464,17.93039
Zacatecas,2018,12,19.82,21.25,21.22,-91.23464,17.93039
Zacatecas,2019,1,19.63,20.85,21.26,-91.23464,17.93039
Zacatecas,2019,2,19.89,20.62,21.92,-91.23464,17.93039
Zacatecas,2019,3,20.23,21.08,21.79,-91.23464,17.93039
Zacatecas,2019,4,19.91,21.1,21.44,-91.23464,17.93039
Zacatecas,2019,5,19.81,21.09,21.36,-91.23464,17.93039
Zacatecas,2019,6,19.74,21.15,21.18,-91.23464,17.93039
Zacatecas,2019,7,19.77,21.15,21.27,-91.23464,17.93039
Zacatecas,2019,8,19.7,21.17,21.24,-91.23464,17.93039
Zacatecas,2019,9,19.8,21.14,21.31,-91.23464,17.93039
Zacatecas,2019,10,19.74,21.2,21.26,-91.23464,17.93039
Zacatecas,2019,11,19.73,20.96,21.25,-91.23464,17.93039
Zacatecas,2019,12,19.89,21,21.44,-91.23464,17.93039
Zacatecas,2020,1,19.93,20.96,21.48,-91.23464,17.93039
Zacatecas,2020,2,19.79,20.71,21.2,-91.23464,17.93039
Zacatecas,2020,3,18.73,19.64,20.47,-91.23464,17.93039
